1719:A Cañiza:2:10:42.2180555556:-8.2811111111
1387:A Coruña:2:10:43.3658333333:-8.4213888889
1387E:A Coruña Aeropuerto:2:10:43.3069444444:-8.3722222222
1468X:A Estrada:2:10:42.6936111111:-8.5019444444
2969U:A Gudiña:2:10:42.0272222222:-7.1830555556
1489A:A Lama:2:10:42.4069444444:-8.4511111111
1631E:A Pobra de Trives:2:10:42.3394444444:-7.2825000000
1069Y:Abadiño:2:17:43.0991666667:-2.6441666667
7250X:Abanilla:2:15:38.2038888889:-1.0438888889
4210Y:Abenójar:2:5:38.8980555556:-4.2919444444
6302A:Abla:2:1:37.1413888889:-2.7800000000
C419X:Adeje:2:12:28.0813888889:-16.7111111111
8381X:Ademuz:2:8:40.0605555556:-1.2836111111
6277B:Adra:2:1:36.7472222222:-3.0205555556
C619X:Agaete:2:12:28.1011111111:-15.7127777778
2243A:Aguilar de Campoo:2:6:42.7972222222:-4.2769444444
GN33:Aguilar de Codés:1:16:42.6144631261973:-2.39398581961166
5624X:Aguilar de la Frontera:2:1:37.4819444444:-4.6861111111
7002Y:Águilas:2:15:37.4172222222:-1.5869444444
C648C:Agüimes:2:12:27.9025000000:-15.4538888889
C317B:Agulo:2:12:28.1788888889:-17.2130555556
9808X:Ainsa:2:2:42.4216666667:0.1380555556
4560Y:Alajar:2:1:37.8686111111:-6.6750000000
8178D:Albacete:2:5:39.0055555556:-1.8622222222
8354X:Albarracín:2:2:40.4197222222:-1.4413888889
4089A:Alberca de Zancara:2:5:39.5155555556:-2.4944444444
6381:Alborán:2:1:35.9383333333:-3.0361111111
6364X:Albox:2:1:37.4066666667:-2.1513888889
4464X:Alburquerque:2:9:39.1819444444:-6.9952777778
3170Y:Alcala de Henares:2:14:40.5283333333:-3.2897222222
8191Y:Alcalá del Júcar:2:5:39.1986111111:-1.4355555556
5406X:Alcalá La Real:2:1:37.4977777778:-3.9077777778
2966D:Alcañices:2:6:41.6833333333:-6.3013888889
4064Y:Alcazar de San Juan:2:5:39.3908333333:-3.2158333333
4051Y:Alcázar del Rey:2:5:40.0611111111:-2.8069444444
4489X:Alconchel:2:9:38.4847222222:-7.2819444444
8059C:Alcoy/Alcoi:2:8:38.7108333333:-0.4600000000
2140A:Aldeanueva de Serrezuela:2:6:41.4644444444:-3.7858333333
C056:Alegría:0:17:42.8427380647931:-2.52401825588251
9283Y:Alfaro:2:13:42.1844444444:-1.7897222222
0009X:Alforja:2:7:41.2138888889:0.9633333333
6201X:Algarrobo:2:1:36.7558333333:-4.0438888889
9354X:Alhama de Aragon:2:2:41.2930555556:-1.8952777778
7227X:Alhama de Murcia:2:15:37.8616666667:-1.3347222222
8025:Alicante/Alacant:2:8:38.3725000000:-0.4941666667
8019:Alicante/Alacant Aeropuerto:2:8:38.2827777778:-0.5708333333
3562X:Aliseda:2:9:39.4275000000:-6.7363888889
1706A:Allariz:2:10:42.1827777778:-7.7961111111
1226X:Aller:2:3:43.0952777778:-5.4769444444
4300Y:Almadén:2:5:38.7752777778:-4.8452777778
9352A:Almazul:2:6:41.5747222222:-2.1402777778
4436Y:Almendralejo:2:9:38.6888888889:-6.3611111111
6325O:Almera Aeropuerto:2:1:36.8463888889:-2.3569444444
C069:Almike (Bermeo):0:17:43.4117441679133:-2.73228985304255
5858X:Almonte:2:1:36.9888888889:-6.4436111111
9491X:Almudébar:2:2:42.0294444444:-0.5858333333
6127X:Álora:2:1:36.8547222222:-4.6966666667
4589X:Alosno:2:1:37.5977777778:-7.1194444444
6045X:Alpandeire:2:1:36.6325000000:-5.2030555556
3268C:Alpedrete:2:14:40.6597222222:-4.0175000000
C035:Altube:0:17:42.9641934128295:-2.86795024881264
1186P:Amieva, Panizales:2:3:43.2666666667:-5.1191666667
1074C:Amorebieta--Etxano:2:17:43.2027777778:-2.7061111111
1060X:Amurrio:2:17:43.0502777778:-3.0055555556
C449F:Anaga:2:12:28.5080555556:-16.1955555556
9550C:Andorra:2:2:40.9744444444:-0.4077777778
5298X:Andújar:2:1:38.0230555556:-4.0638888889
6106X:Antequera:2:1:37.0294444444:-4.7483333333
C248E:Antigua:2:12:28.4166666667:-14.0191666667
GN34:Aoiz:1:16:42.792266806965:-1.36883507087727
GN22:Aralar:1:16:42.9544032696544:-1.96301192061775
1044X:Aramaio:2:17:43.0577777778:-2.5894444444
2117D:Aranda de Duero:2:6:41.6658333333:-3.7427777778
GN23:Arangoiti:1:16:42.6466301147848:-1.19393761361989
9263I:Aranguren, Ilundain:2:16:42.7761111111:-1.5325000000
3100B:Aranjuez:2:14:40.0672222222:-3.5461111111
C061:Arboleda:0:17:43.2947659890169:-3.06747166088544
7158X:Archena:2:15:38.1280555556:-1.3058333333
9344C:Arcos de Jalón:2:6:41.2163888889:-2.2930555556
0252D:Arenys de Mar:2:7:41.5875000000:2.5400000000
1033X:Areso:2:16:43.0850000000:-1.9508333333
1048X:Aretxabaleta:2:17:43.0250000000:-2.4655555556
2456B:Arevalo:2:6:41.0713888889:-4.7300000000
3182Y:Arganda del Rey:2:14:40.3116666667:-3.4977777778
C428T:Arico:2:12:28.1811111111:-16.4836111111
C001:Arkaute I:0:17:42.8518705623769:-2.6270082732042
4527X:Aroche:2:1:37.9813888889:-6.9763888889
C023:Arrasate:0:17:43.0695849353838:-2.49307926573959
5181D:Arroyo del Ojanco:2:1:38.3147222222:-2.8897222222
B603X:Artà-Colònia de Sant Pere:2:11:39.7230555556:3.2786111111
B526X:Artà-Molí den Leu:2:11:39.6886111111:3.3511111111
C002:Arteaga:0:17:43.3470389134818:-2.65714625223132
9650X:Artesa de Segre:2:7:41.8813888889:1.1086111111
C669B:Arucas:2:12:28.1416666667:-15.5069444444
1363X:As Pontes:2:10:43.4461111111:-7.8613888889
2734D:Astorga:2:6:42.4766666667:-6.0744444444
1212E:Asturias Aeropuerto:2:3:43.5669444444:-6.0441666667
8492X:Atzeneta del Maestrat:2:8:40.2272222222:-0.1697222222
2400E:Autilla del Pino:2:6:41.9955555556:-4.6027777778
2444:Ávila:2:6:40.6591666667:-4.6800000000
4549Y:Ayamonte:2:1:37.1947222222:-7.3950000000
1038X:Azpeitia:2:17:43.1725000000:-2.2672222222
5473X:Azuaga:2:9:38.2575000000:-5.6786111111
4478X:Badajoz:2:9:38.8875000000:-7.0080555556
4452:Badajoz Aeropuerto:2:9:38.8833333333:-6.8138888889
5281X:Bailén:2:1:38.0930555556:-3.7825000000
9211F:Bailo:2:2:42.5141666667:-0.8172222222
9911X:Ballobar:2:2:41.6194444444:0.1877777778
1078C:Balmaseda:2:17:43.1805555556:-3.2097222222
0106X:Balsareny:2:7:41.8663888889:1.8725000000
B087X:Banyalbufar:2:11:39.6891666667:2.5127777778
2926B:Bañobárez:2:6:40.8513888889:-6.6088888889
